Name,RA,DE,class
J0512.6-6717,1.0966666666666667,-67.28972222222222,hmxb
J0516.0-6916,0.535,-69.26916666666666,hmxb
J0520.5-6932,1.1716666666666666,-69.53444444444445,hmxb
0521+373,1.32,37.67611111111111,hmxb
J0529.8-6556,1.7733333333333334,-65.9475,hmxb
053109-6609.2,1.25,-66.11833333333333,hmxb
J0531.5-6518,1.6349999999999998,-65.30444444444444,hmxb
0532-664,1.8866666666666667,-66.37055555555555,hmxb
J0532.4-6535,1.4883333333333333,-65.58583333333333,hmxb
J0532.5-6551,1.6099999999999999,-65.86133333333333,hmxb
J0535.0-6700,1.2650000000000001,-67.00444444444445,hmxb
0535-668,1.8416666666666666,-66.86472222222221,hmxb
0535+262,2.1766666666666667,26.315833333333334,hmxb
J0535.8-6530,2.0633333333333335,-65.50944444444444,hmxb
0538-641,2.2066666666666666,-64.08361111111111,hmxb
0540-697,1.945,-69.74333333333334,hmxb
J0541.4-6936,1.7366666666666666,-69.60805555555555,hmxb
J0541.5-6833,1.9849999999999999,-68.54222222222222,hmxb
0544-665,1.7249999999999999,-66.56388888888888,hmxb
J0544.1-710,1.5716666666666665,-71.01388888888889,hmxb
0556+286,2.7449999999999997,28.785,hmxb
J0635+0533,1.4566666666666668,5.555805555555556,hmxb
J0648.0-4419,1.6766666666666665,-44.31511111111111,hmxb
0726-260,1.8233333333333335,-26.10777777777778,hmxb
0739-529,1.9583333333333333,-53.33277777777778,hmxb
0749-600,2.13,-61.099722222222226,hmxb
J0812.4-3114,0.8733333333333333,-31.247500000000002,hmxb
0834-430,2.0833333333333335,-43.184999999999995,hmxb
0900-403,0.18166666666666667,-40.55472222222222,hmxb
J1008-57,1.0666666666666667,-58.29222222222222,hmxb
1024.0-5732,1.7766666666666666,-57.81166666666666,hmxb
1036-565,1.375,-57.0775,hmxb
J1037.5-5647,1.82,-56.79972222222222,hmxb
1048.1-5937,1.7983333333333333,-59.88777777777778,hmxb
1118-615,1.62,-61.91611111111111,hmxb
1119-603,0.9533333333333334,-60.623333333333335,hmxb
1145-619,1.6016666666666666,-62.206944444444446,hmxb
1145.1-6141,2.043333333333333,-61.95388888888889,hmxb
1223-624,1.4933333333333332,-62.77027777777778,hmxb
1239-599,1.4283333333333335,-60.20166666666667,hmxb
1244-604,2.15,-60.64333333333333,hmxb
1246-588,2.2333333333333334,-59.12166666666667,hmxb
1249-637,2.24,-63.05888888888889,hmxb
1253-761,1.55,-75.36999999999999,hmxb
1255-567,2.4166666666666665,-57.16833333333333,hmxb
1258-613,0.32,-61.60194444444445,hmxb
J1324.4-6200,1.2383333333333333,-62.014722222222225,hmxb
1417-624,0.9149999999999999,-62.69833333333333,hmxb
J1452.8-5949,2.555,-59.82166666666667,hmxb
1538-522,1.7883333333333333,-52.38611111111111,hmxb
1553-542,2.7199999999999998,-54.41444444444444,hmxb
1555-552,2.1666666666666665,-55.32888888888889,hmxb
1657-415,0.7983333333333333,-41.67305555555555,hmxb
1700-377,1.045,-37.844166666666666,hmxb
J170006-4157,0.08833333333333333,-41.96222222222222,hmxb
1722-363,1.75,-36.41166666666666,hmxb
J1739-302,2.15,-30.26,hmxb
J1739.5-2942,1.8016666666666665,-29.701944444444443,hmxb
J1744.7-2713,2.2233333333333336,-27.22972222222222,hmxb
J1749.2-2725,1.8016666666666665,-27.421111111111113,hmxb
J1750-27,1.8333333333333333,-26.647222222222222,hmxb
1807-10,1.0333333333333332,-10.866666666666667,hmxb
J1820.5-1434,1.1583333333333332,-14.573333333333332,hmxb
J1826.2-1450,1.115,-14.84138888888889,hmxb
1833-076,1.6816666666666666,-7.605833333333333,hmxb
1839-06,2.0666666666666664,-5.85,hmxb
1839-04,2.1666666666666665,-4.45,hmxb
1843+009,2.0,0.95,hmxb
1845-03,1.9666666666666666,-3.15,hmxb
1845-024,1.895,-2.4202777777777778,hmxb
1845.0-0433,2.25,-4.503333333333333,hmxb
1855-02,1.9333333333333333,-2.7333333333333334,hmxb
J1855-026,2.533333333333333,-2.6166666666666667,hmxb
J1858+034,2.533333333333333,3.35,hmxb
1901+03,0.3333333333333333,3.175,hmxb
J1906+09,0.5,9.041666666666666,hmxb
1907+097,0.9316666666666666,9.830277777777777,hmxb
1909+048,1.1933333333333331,4.982777777777778,hmxb
1936+541,1.9383333333333332,53.87916666666667,hmxb
J1946+274,2.1333333333333333,27.360555555555557,hmxb
1947+300,2.2266666666666666,30.20861111111111,hmxb
J1948+32,1.6,32.0,hmxb
1954+319,2.555,32.100833333333334,hmxb
1956+350,2.295,35.20166666666667,hmxb
2030+375,1.3216666666666665,37.6375,hmxb
2030+407,1.495,40.95777777777778,hmxb
J2030.5+4751,1.5099999999999998,47.86277777777778,hmxb
J2058+42,1.9666666666666666,41.71666666666667,hmxb
J2103.5+4545,0.65,45.75,hmxb
2138+568,1.8666666666666667,57.059999999999995,hmxb
2202+501,0.67,50.16777777777777,hmxb
2206+543,1.1833333333333333,54.51833333333333,hmxb
2214+589,1.4183333333333332,61.238055555555555,hmxb
J2239.3+6116,1.6483333333333334,61.27411111111111,hmxb
